CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,MonthlyProfit,CostToServe,MarketingSpend,Discount,Region,SignupMonth
1887-FKQXC,1,United States,California,Riverside,92501,"33.9799, -117.308",33.9799,-117.308,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.99,184.03,No,0,44,2934,,-7.93,11.73,442.34,0.033,South California,2020-07-01
2446-WIARW,1,United States,California,Riverside,92501,"33.971, -117.4305",33.971,-117.4305,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.93,1528.32,No,0,20,5333,,-5.26,11.62,472.42,0.033,South California,2016-05-01
9117-WBDWS,1,United States,California,Riverside,92501,"33.9755, -117.3855",33.9755,-117.3855,Female,0,No,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.32,4565.15,Yes,1,35,4726,Network reliability,16.37,29.88,457.89,0.071,South California,2015-09-01
2982-KWYXL,1,United States,California,Berkeley,94704,"37.8704, -122.304",37.8704,-122.304,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,1107.85,No,0,14,5211,,-14.3,12.01,434.36,0.134,North California,2015-11-01
7978-BYFYA,1,United States,California,Anaheim,92805,"33.9038, -117.9292",33.9038,-117.9292,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.16,28.01,Yes,1,46,2529,Attitude of support person,25.45,26.01,211.15,0.046,South California,2021-01-01
9325-NNRMY,1,United States,California,Bakersfield,93301,"35.3723, -119.0629",35.3723,-119.0629,Female,0,Yes,No,65,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.95,4417.11,Yes,1,21,4248,Price too high,20.54,28.47,350.22,0.064,Central California,2015-09-01
1946-RFAQR,1,United States,California,Los Angeles,90001,"34.1065, -118.208",34.1065,-118.208,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,58.08,3863.52,No,0,5,5822,,12.08,24.65,314.56,0.142,South California,2015-07-01
2145-SYSFC,1,United States,California,Long Beach,90802,"33.8171, -118.1882",33.8171,-118.1882,Male,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.23,202.41,No,0,11,3339,,-15.55,12.99,483.9,0.171,South California,2020-06-01
1791-QGJBL,1,United States,California,Oakland,94601,"37.8378, -122.222",37.8378,-122.222,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.84,5191.66,No,0,56,6023,,18.21,36.77,465.86,0.091,North California,2015-11-01
2494-LPYHI,1,United States,California,Fresno,93701,"36.6485, -119.8176",36.6485,-119.8176,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.13,623.62,Yes,1,90,2847,Attitude of support person,20.73,28.87,292.96,0.021,Central California,2020-04-01
8209-YKIST,1,United States,California,Sacramento,95814,"38.6374, -121.3877",38.6374,-121.3877,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),77.81,745.32,No,0,32,4114,,20.14,38.51,233.91,0.121,North California,2020-04-01
7373-QDGBK,1,United States,California,Santa Rosa,95401,"38.4175, -122.8093",38.4175,-122.8093,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.16,146.81,No,0,48,2874,,-0.47,10.17,245.98,0.057,North California,2020-09-01
8577-FSKEF,1,United States,California,Fresno,93701,"36.7736, -119.8664",36.7736,-119.8664,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),54.84,3794.34,No,0,26,5666,,21.46,22.89,93.92,0.12,Central California,2015-05-01
7119-UIXBO,1,United States,California,Long Beach,90802,"33.7215, -118.106",33.7215,-118.106,Female,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.67,1582.24,No,0,17,5378,,3.76,12.29,113.11,0.191,South California,2015-11-01
3058-XTBKT,1,United States,California,Long Beach,90802,"33.7108, -118.17",33.7108,-118.17,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.36,1133.1,No,0,5,4309,,-6.87,12.32,304.41,0.151,South California,2016-09-01
5903-MDOCI,1,United States,California,San Jose,95112,"37.437, -121.8692",37.437,-121.8692,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.51,87.41,No,0,55,3946,,26.23,22.14,96.44,0.039,Central California,2021-01-01
3153-RMLWK,1,United States,California,Santa Rosa,95401,"38.3926, -122.6925",38.3926,-122.6925,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,31.3,Yes,1,67,2100,Don't know,-6.06,11.62,297.65,0.016,North California,2020-10-01
7869-XETBQ,1,United States,California,Bakersfield,93301,"35.4306, -118.9901",35.4306,-118.9901,Female,0,No,No,61,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),60.14,3633.88,No,0,5,5789,,-3.71,30.08,380.27,0.298,Central California,2016-01-01
3029-GWENU,1,United States,California,Anaheim,92805,"33.8425, -117.8993",33.8425,-117.8993,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.45,483.92,Yes,1,97,2865,Price too high,37.92,28.0,285.59,0.008,South California,2020-08-01
8261-FJOPE,1,United States,California,Riverside,92501,"33.9596, -117.4238",33.9596,-117.4238,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),91.49,384.92,Yes,1,18,3163,Product dissatisfaction,19.11,39.27,434.42,0.164,South California,2020-10-01
6352-AQTMG,1,United States,California,Berkeley,94704,"37.8693, -122.2321",37.8693,-122.2321,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.84,338.13,Yes,1,31,3191,Competitor offered higher download speeds,11.26,50.59,307.48,0.187,North California,2020-10-01
3152-RLYZL,1,United States,California,Oakland,94601,"37.7393, -122.2382",37.7393,-122.2382,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,82.25,4725.36,No,0,5,6059,,10.55,33.19,411.03,0.26,North California,2016-04-01
3448-VSEYF,1,United States,California,Los Angeles,90001,"34.0515, -118.1723",34.0515,-118.1723,Male,1,Yes,No,60,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.99,2700.84,No,0,13,4882,,-0.6,25.73,413.94,0.058,South California,2016-02-01
6095-EMQDG,1,United States,California,Santa Rosa,95401,"38.3863, -122.6259",38.3863,-122.6259,Male,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),80.09,4941.45,No,0,7,5430,,28.86,29.03,309.81,0.116,North California,2016-01-01
7778-YXTZE,1,United States,California,Oakland,94601,"37.7846, -122.2547",37.7846,-122.2547,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.72,1158.85,No,0,8,4375,,-8.78,13.09,252.28,0.208,North California,2016-02-01
2814-KXUJA,1,United States,California,San Francisco,94109,"37.8212, -122.4808",37.8212,-122.4808,Male,0,No,No,35,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),50.3,1751.45,No,0,5,4745,,8.83,20.16,387.17,0.103,North California,2018-03-01
6571-IFFGI,1,United States,California,Fresno,93701,"36.7505, -119.6985",36.7505,-119.6985,Male,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.81,703.63,Yes,1,68,3504,Competitor had better devices,24.12,31.73,454.45,0.063,Central California,2020-05-01
6570-EMXZV,1,United States,California,San Jose,95112,"37.2641, -121.9372",37.2641,-121.9372,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.82,437.74,Yes,1,100,3387,Price too high,28.6,40.19,283.18,0.015,Central California,2020-09-01
3379-DWKLL,1,United States,California,Stockton,95202,"38.0003, -121.2739",38.0003,-121.2739,Male,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,59.41,425.57,No,0,32,3192,,16.97,30.75,168.0,0.079,Central California,2020-07-01
2210-SGGTS,1,United States,California,Berkeley,94704,"37.8711, -122.2858",37.8711,-122.2858,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,82.0,671.89,Yes,1,56,3576,Attitude of support person,16.5,31.76,420.15,0.198,North California,2020-06-01
8438-SBKKI,1,United States,California,Los Angeles,90001,"34.0251, -118.2652",34.0251,-118.2652,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.85,140.95,Yes,1,67,2847,Long wait times,3.47,26.01,482.99,0.005,South California,2020-11-01
5447-MPYQY,1,United States,California,Los Angeles,90001,"34.0895, -118.2055",34.0895,-118.2055,Male,0,No,Yes,28,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.41,1546.99,Yes,1,25,3292,Price too high,22.16,24.12,181.73,0.062,South California,2018-10-01
8474-THPCY,1,United States,California,Fresno,93701,"36.7294, -119.7749",36.7294,-119.7749,Male,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.11,3581.89,No,0,10,5028,,13.95,27.55,285.63,0.031,Central California,2015-10-01
2678-GYDOO,1,United States,California,Oakland,94601,"37.7461, -122.2455",37.7461,-122.2455,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.05,1117.26,No,0,5,4437,,-4.22,11.93,228.24,0.141,North California,2016-05-01
2971-KUSPO,1,United States,California,Bakersfield,93301,"35.4657, -119.0595",35.4657,-119.0595,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,64.53,727.18,No,0,30,4034,,27.36,23.46,217.49,0.072,Central California,2020-03-01
4305-QABUE,1,United States,California,Los Angeles,90001,"34.0513, -118.2524",34.0513,-118.2524,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.05,1286.88,No,0,5,4793,,-5.58,12.4,273.32,0.174,South California,2016-04-01
7456-AGYGZ,1,United States,California,San Jose,95112,"37.3341, -121.9248",37.3341,-121.9248,Female,1,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.18,1122.36,No,0,5,4615,,-1.29,12.25,161.26,0.124,Central California,2016-06-01
3443-QRQHT,1,United States,California,Berkeley,94704,"37.8512, -122.283",37.8512,-122.283,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.41,5853.27,No,0,30,6095,,12.06,45.56,456.61,0.092,North California,2015-05-01
3792-VJVZT,1,United States,California,Bakersfield,93301,"35.4323, -119.0246",35.4323,-119.0246,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.48,1385.71,No,0,5,5316,,-3.63,11.31,219.2,0.179,Central California,2015-06-01
5140-KJJMM,1,United States,California,San Jose,95112,"37.312, -121.7941",37.312,-121.7941,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.82,36.14,No,0,16,3013,,-4.69,11.79,188.31,0.246,Central California,2020-12-01
7472-XWPZX,1,United States,California,Fresno,93701,"36.6606, -119.8001",36.6606,-119.8001,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.9,348.52,Yes,1,85,2530,Network reliability,20.43,34.64,373.22,0.004,Central California,2020-09-01
5374-KLAIJ,1,United States,California,San Jose,95112,"37.3043, -121.9926",37.3043,-121.9926,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.56,995.68,No,0,12,4739,,-4.12,10.32,289.05,0.017,Central California,2016-08-01
8011-GRIJB,1,United States,California,Santa Rosa,95401,"38.5067, -122.6443",38.5067,-122.6443,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.55,511.31,Yes,1,100,3668,Moved,25.08,30.03,384.16,0.006,North California,2020-06-01
5666-CFNSK,1,United States,California,Los Angeles,90001,"34.0938, -118.2212",34.0938,-118.2212,Female,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.41,3706.23,No,0,8,5643,,13.44,26.9,345.83,0.012,South California,2015-07-01
3268-XJIBJ,1,United States,California,Fresno,93701,"36.725, -119.7937",36.725,-119.7937,Female,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.82,1121.98,No,0,6,4596,,-4.72,12.82,209.97,0.105,Central California,2016-01-01
2978-JFFTM,1,United States,California,Fresno,93701,"36.8065, -119.809",36.8065,-119.809,Female,1,Yes,No,52,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.92,2085.92,No,0,42,4388,,8.22,22.2,178.35,0.075,Central California,2016-10-01
7249-ONMKG,1,United States,California,Modesto,95354,"37.6765, -121.0442",37.6765,-121.0442,Female,1,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1222.86,No,0,31,4619,,-9.73,11.4,396.6,0.003,Central California,2015-08-01
9003-KWTPV,1,United States,California,San Jose,95112,"37.3249, -121.7894",37.3249,-121.7894,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.13,432.17,Yes,1,64,3161,Don't know,18.02,18.15,346.81,0.01,Central California,2020-05-01
6920-VUQSV,1,United States,California,Sacramento,95814,"38.5733, -121.4918",38.5733,-121.4918,Male,0,No,No,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.63,3316.35,No,0,21,4966,,7.26,31.18,399.11,0.01,North California,2016-02-01
3023-WNDDT,1,United States,California,Long Beach,90802,"33.7866, -118.2806",33.7866,-118.2806,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,76.82,4920.1,No,0,13,6250,,20.58,36.78,371.25,0.052,South California,2015-10-01
8283-RQWZV,1,United States,California,San Francisco,94109,"37.7333, -122.403",37.7333,-122.403,Male,1,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.99,537.96,Yes,1,90,3381,Competitor had better devices,45.86,33.67,186.34,0.051,North California,2020-08-01
2228-UNUSR,1,United States,California,Stockton,95202,"37.9579, -121.2305",37.9579,-121.2305,Female,1,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.2,277.15,No,0,40,3872,,17.74,40.64,416.53,0.196,Central California,2020-11-01
8805-DWJFS,1,United States,California,Berkeley,94704,"37.8869, -122.2652",37.8869,-122.2652,Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,76.9,3396.04,No,0,33,5082,,17.22,34.01,394.6,0.12,North California,2017-06-01
9839-CZIZB,1,United States,California,Berkeley,94704,"37.7872, -122.3181",37.7872,-122.3181,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,67.7,3977.61,No,0,30,5275,,20.12,31.97,178.15,0.121,North California,2016-03-01
6521-NVMBE,1,United States,California,San Francisco,94109,"37.7654, -122.469",37.7654,-122.469,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.65,312.14,Yes,1,99,3419,Competitor offered higher download speeds,26.04,39.9,214.47,0.094,North California,2020-10-01
3298-WCVNO,1,United States,California,Anaheim,92805,"33.8214, -117.9602",33.8214,-117.9602,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.34,1538.78,No,0,5,4462,,-2.75,15.19,211.49,0.193,South California,2016-02-01
9681-TQVLY,1,United States,California,Fresno,93701,"36.7892, -119.711",36.7892,-119.711,Male,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,68.22,1118.69,No,0,59,4477,,26.94,29.89,176.88,0.059,Central California,2019-09-01
8134-ZOQLY,1,United States,California,San Jose,95112,"37.246, -121.8899",37.246,-121.8899,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.09,4496.56,Yes,1,60,5620,Competitor had better devices,23.77,23.81,422.0,0.014,Central California,2015-06-01
6663-ENDQS,1,United States,California,San Diego,92101,"32.6966, -117.245",32.6966,-117.245,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,93.57,2848.38,No,0,26,5258,,10.84,40.5,344.4,0.298,South California,2018-08-01
8222-DMJKY,1,United States,California,San Francisco,94109,"37.7508, -122.4002",37.7508,-122.4002,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,46.4,316.48,No,0,11,4019,,-3.32,26.34,392.96,0.151,North California,2020-07-01
6027-LXNKO,1,United States,California,Stockton,95202,"38.0057, -121.2837",38.0057,-121.2837,Male,0,No,Yes,41,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.03,2545.98,Yes,1,18,3968,Competitor offered higher download speeds,13.27,39.78,151.58,0.043,Central California,2017-09-01
8628-LQEAB,1,United States,California,Bakersfield,93301,"35.3711, -119.0411",35.3711,-119.0411,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.07,447.41,No,0,80,3550,,10.5,25.91,369.5,0.076,Central California,2020-06-01
5285-SFYDS,1,United States,California,Stockton,95202,"38.0475, -121.3418",38.0475,-121.3418,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,86.65,5984.53,Yes,1,16,5284,Competitor had better devices,40.66,38.75,161.39,0.006,Central California,2015-05-01
3109-BSNQY,1,United States,California,Sacramento,95814,"38.6147, -121.5476",38.6147,-121.5476,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.33,1369.16,No,0,30,4360,,-11.57,13.14,412.15,0.078,North California,2015-07-01
5831-VMJKI,1,United States,California,Riverside,92501,"33.9601, -117.3212",33.9601,-117.3212,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,67.19,4529.58,No,0,27,5487,,27.7,33.54,104.09,0.024,South California,2015-07-01
8978-NYGTD,1,United States,California,Berkeley,94704,"37.8835, -122.2606",37.8835,-122.2606,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.45,581.11,No,0,14,3933,,14.25,35.57,100.31,0.175,North California,2020-05-01
3593-AXHVL,1,United States,California,Los Angeles,90001,"34.0345, -118.2198",34.0345,-118.2198,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,73.53,83.84,Yes,1,52,3142,Long wait times,1.78,35.42,388.29,0.274,South California,2021-01-01
2116-IINIR,1,United States,California,San Diego,92101,"32.7587, -117.1489",32.7587,-117.1489,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.08,942.18,No,0,5,4212,,-14.39,13.55,425.02,0.16,South California,2017-01-01
7569-ENPGU,1,United States,California,San Jose,95112,"37.2716, -121.8699",37.2716,-121.8699,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,61.46,3589.49,Yes,1,5,4435,Moved,25.77,29.62,88.11,0.039,Central California,2016-03-01
3076-WLJRQ,1,United States,California,Sacramento,95814,"38.5404, -121.5178",38.5404,-121.5178,Female,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),67.38,4391.39,No,0,5,6079,,20.03,30.34,227.03,0.112,North California,2015-09-01
5578-RGVQF,1,United States,California,Santa Rosa,95401,"38.4632, -122.7244",38.4632,-122.7244,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.93,318.38,No,0,5,3511,,-9.8,11.92,294.02,0.241,North California,2019-11-01
9989-WEUNU,1,United States,California,Long Beach,90802,"33.8314, -118.1355",33.8314,-118.1355,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,329.01,No,0,35,3065,,0.85,12.25,110.57,0.03,South California,2019-10-01
4380-GFBWI,1,United States,California,Anaheim,92805,"33.7265, -117.8436",33.7265,-117.8436,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,805.12,Yes,1,84,3185,Competitor made better offer,18.39,24.74,203.95,0.078,South California,2019-12-01
9618-FJWJT,1,United States,California,Riverside,92501,"34.0493, -117.4366",34.0493,-117.4366,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.32,289.86,Yes,1,34,2112,Network reliability,-12.09,10.19,488.77,0.044,South California,2020-01-01
1825-YQTAZ,1,United States,California,Berkeley,94704,"37.8645, -122.2834",37.8645,-122.2834,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.52,732.35,Yes,1,82,3288,Competitor had better devices,40.86,35.79,162.02,0.036,North California,2020-05-01
5465-FDCRF,1,United States,California,Modesto,95354,"37.5449, -120.9549",37.5449,-120.9549,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.88,3037.16,Yes,1,70,3957,Don't know,28.53,25.03,309.8,0.088,Central California,2017-08-01
9359-FCWUN,1,United States,California,Oakland,94601,"37.6543, -122.1771",37.6543,-122.1771,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.29,221.83,Yes,1,71,2237,Product dissatisfaction,-4.24,15.84,397.09,0.005,North California,2020-05-01
8474-SEKXR,1,United States,California,Los Angeles,90001,"33.9757, -118.1546",33.9757,-118.1546,Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.94,2340.26,No,0,67,4354,,44.86,30.45,286.31,0.008,South California,2018-11-01
6587-ENERF,1,United States,California,Fresno,93701,"36.7368, -119.8269",36.7368,-119.8269,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.8,225.04,No,0,5,3351,,-7.5,12.85,261.77,0.287,Central California,2020-04-01
3592-OASLN,1,United States,California,Los Angeles,90001,"34.0489, -118.1799",34.0489,-118.1799,Male,1,No,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.13,5718.38,No,0,21,6296,,26.85,44.04,182.58,0.067,South California,2015-06-01
7689-UXELC,1,United States,California,Los Angeles,90001,"34.0839, -118.2408",34.0839,-118.2408,Male,1,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,50.36,2456.37,No,0,18,4717,,11.01,17.92,440.48,0.061,South California,2017-02-01
3372-ODLYB,1,United States,California,Riverside,92501,"33.9531, -117.3233",33.9531,-117.3233,Male,0,Yes,Yes,66,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),59.19,3869.7,No,0,8,5344,,5.27,31.73,328.07,0.144,South California,2015-08-01
3078-HXTES,1,United States,California,Bakersfield,93301,"35.3179, -118.9793",35.3179,-118.9793,Female,1,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,72.05,476.91,No,0,24,3879,,10.31,31.67,209.85,0.296,Central California,2020-07-01
1163-UFSMT,1,United States,California,San Jose,95112,"37.3175, -121.9495",37.3175,-121.9495,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),78.82,816.28,No,0,34,3835,,30.71,32.24,242.82,0.073,Central California,2020-04-01
4137-NXUOX,1,United States,California,Bakersfield,93301,"35.375, -118.9912",35.375,-118.9912,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.09,3998.21,No,0,43,5011,,20.99,33.81,231.88,0.067,Central California,2016-04-01
2059-SQGKK,1,United States,California,Oakland,94601,"37.8159, -122.2209",37.8159,-122.2209,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.8,3470.17,No,0,47,4942,,18.41,25.75,442.56,0.034,North California,2016-09-01
7109-QURZV,1,United States,California,Sacramento,95814,"38.5421, -121.4954",38.5421,-121.4954,Male,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.43,142.26,No,0,5,2809,,-3.3,13.5,308.07,0.16,North California,2020-08-01
6189-AJDLZ,1,United States,California,Bakersfield,93301,"35.4184, -119.031",35.4184,-119.031,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,66.08,867.79,No,0,44,4047,,15.63,34.3,249.72,0.087,Central California,2020-01-01
