CustomerID,Region,Segment,RFM_Segment,Contract,Tenure Months,Monthly Charges,MonthlyProfit,CLV,Churn Value,ChurnProbability
6229-EPAGL,North California,Silver,Need Attention,Two year,42,55.95,6.1,206.42,0,0.0323880633696734
1446-QNONR,North California,Standard,Need Attention,Month-to-month,37,27.05,2.86,29.58,1,0.3626836157180146
6881-RFREA,North California,Silver,Loyal,Month-to-month,60,58.97,20.64,238.76,0,0.2505948599904189
9800-ECHZW,North California,Gold,Need Attention,Month-to-month,23,83.71,19.78,166.15,1,0.5998601692011077
7479-EQVIG,South California,Gold,Need Attention,Two year,11,81.09,7.73,246.56,0,0.1375604036785696
8809-DXMSJ,North California,Silver,Champions,Month-to-month,70,78.55,29.31,294.74,0,0.2605621395303324
7388-YMFCY,North California,Bronze,At Risk,Two year,17,20.88,-3.7,0.0,0,0.0824272172443755
9990-QAXMG,Central California,Silver,Loyal,Two year,54,58.51,10.21,356.53,0,0.0057719229650575
4303-YUPTW,North California,Gold,At Risk,One year,3,55.32,19.98,450.75,0,0.2087503104089832
6651-IBDGT,Central California,Gold,At Risk,Month-to-month,5,60.36,18.76,114.36,1,0.8067959002351386
1847-DZKDW,North California,Bronze,Need Attention,Month-to-month,34,19.09,-4.29,0.0,1,0.2537508332768622
9703-NCQWZ,North California,Silver,Loyal,Two year,61,74.35,6.81,237.81,0,0.0508770892833278
6171-YVEQR,Central California,Gold,At Risk,One year,7,54.21,18.33,358.09,0,0.2702314134527081
7918-NTPGM,South California,Gold,At Risk,Month-to-month,2,82.9,21.28,102.14,1,0.8827025767944741
9414-VQIFH,Central California,Standard,Need Attention,Month-to-month,52,18.29,-2.1,0.0,0,0.1697317074405884
3754-ZNKWJ,Central California,Silver,Loyal,Month-to-month,62,69.48,24.27,186.39,0,0.4654709189967788
8169-QHYRZ,Central California,Gold,Need Attention,Month-to-month,32,57.23,16.66,135.15,1,0.4557768432979384
1014-HIRVD,North California,Platinum,Champions,One year,68,76.36,23.02,492.81,0,0.2011392073669992
2360-RJSAN,North California,Silver,Loyal,Month-to-month,53,82.93,17.84,162.7,0,0.4269742861349511
1208-YDECF,Central California,Silver,Champions,Month-to-month,63,84.07,35.09,335.18,1,0.2011241576028701
5407-QXWCL,North California,Bronze,At Risk,Month-to-month,15,26.8,-0.15,0.0,1,0.6293430033102185
8827-ERLEB,South California,Silver,Loyal,Month-to-month,58,70.48,24.19,175.33,1,0.5059167338303464
3607-AFOUN,Central California,Silver,Champions,Month-to-month,63,86.51,24.47,246.07,0,0.2310294838930893
7525-BHRBP,North California,Silver,Loyal,Month-to-month,47,80.48,35.45,341.17,1,0.382917177550176
2518-KQZCO,Central California,Gold,At Risk,Month-to-month,5,74.8,30.71,215.95,1,0.7653556496640448
5827-BPBRF,North California,Gold,At Risk,One year,2,87.16,17.24,311.98,1,0.5429352670811948
2128-BLGMX,Central California,Platinum,Need Attention,One year,30,78.66,23.95,488.58,0,0.3909605977224281
8516-TMCKA,South California,Gold,Need Attention,Month-to-month,15,64.8,30.04,265.31,1,0.5416674691703218
2111-HSUQG,North California,Silver,Loyal,Month-to-month,56,82.25,35.59,314.33,0,0.3646782698285661
7451-ZRTWS,Central California,Gold,Need Attention,Month-to-month,23,60.59,19.76,146.07,1,0.5875424479079109
8895-HHEEO,North California,Gold,Need Attention,Month-to-month,15,92.54,27.24,166.06,1,0.8581486425541079
9337-FSCZN,Central California,Standard,Need Attention,Two year,50,18.25,-6.27,0.0,0,0.0185957151763819
5472-JZKDO,North California,Silver,Champions,Two year,66,64.75,5.88,205.33,0,0.0124282920867897
6312-TMHAZ,Central California,Silver,Loyal,Month-to-month,59,70.45,21.01,191.61,0,0.5285256404729471
2735-JDGBI,Central California,Silver,Loyal,Month-to-month,57,88.44,32.38,318.62,0,0.3411084981831097
9532-FZQXQ,North California,Gold,Need Attention,Month-to-month,17,66.32,12.65,109.9,0,0.4604424373227234
9898-OVAYA,Central California,Standard,Loyal,Month-to-month,71,25.86,0.81,9.43,0,0.1399859039548052
2778-TGBWN,South California,Gold,Need Attention,Two year,12,81.87,11.25,363.69,0,0.1168728983207868
5314-ISIOD,South California,Silver,Loyal,Month-to-month,57,80.39,31.24,278.16,0,0.2867593495541357
3750-AHJTV,North California,Platinum,Loyal,One year,54,84.27,29.63,630.05,0,0.0926375495162444
5788-YJMQE,Central California,Silver,Loyal,Month-to-month,61,70.26,17.36,169.57,0,0.3537816937642938
4779-XMYRE,South California,Standard,Need Attention,Month-to-month,43,46.52,6.56,62.19,0,0.2932326983914947
5121-JYIMR,Central California,Gold,At Risk,Month-to-month,2,55.53,23.85,210.64,0,0.4770144257632396
9655-OWDXF,North California,Bronze,At Risk,One year,17,27.46,-8.55,0.0,0,0.1208387271340696
7868-NPCNC,Central California,Silver,Loyal,One year,61,65.26,15.57,306.42,0,0.1529864292808833
5964-KFMFC,North California,Silver,Loyal,Month-to-month,59,70.97,15.46,154.35,0,0.2571921127194226
1307-ITODL,North California,Bronze,Need Attention,Two year,25,20.31,-3.24,0.0,0,0.0229707945445152
6238-GDGBG,Central California,Silver,Loyal,Month-to-month,59,84.81,23.65,195.25,1,0.6252491878529496
5801-UWRJY,Central California,Gold,Need Attention,Month-to-month,16,77.46,14.94,103.98,1,0.7466380764738451
9272-JALMR,South California,Silver,Loyal,Month-to-month,58,55.51,15.46,158.81,0,0.1921341893042299
2320-OIMAN,Central California,Platinum,Loyal,One year,63,60.67,20.9,477.52,0,0.0777866915040529
1318-WSXRZ,South California,Silver,Loyal,Month-to-month,61,77.91,13.83,134.1,1,0.2708249913645156
2874-AXRRH,Central California,Silver,Loyal,One year,60,71.45,14.72,329.96,0,0.1049725383110727
4025-RKBHJ,South California,Standard,Loyal,Month-to-month,65,22.12,-3.81,0.0,0,0.1951268908242776
8474-IMPDP,North California,Platinum,Loyal,Two year,58,51.66,16.0,558.72,0,0.0160612168582713
2815-WHHKJ,North California,Gold,Need Attention,Month-to-month,11,91.07,29.36,212.8,1,0.6413603252490394
6333-SZXGP,South California,Silver,Loyal,Month-to-month,54,83.49,39.17,317.75,1,0.6574206533691442
3955-UAZJT,South California,Silver,Loyal,Month-to-month,44,78.48,31.07,252.04,1,0.4783463920398836
7075-JZGTY,South California,Bronze,At Risk,One year,14,20.84,-5.47,0.0,0,0.0797723664391587
2061-XXJVA,North California,Standard,Loyal,Month-to-month,54,56.57,1.41,16.41,0,0.1216497054755832
2701-TYDSC,North California,Bronze,At Risk,Month-to-month,11,18.76,-0.23,0.0,0,0.4673781996707406
8044-XLCFN,South California,Standard,Loyal,Two year,66,25.46,-11.41,0.0,1,0.0140623845856947
8191-NMPZU,Central California,Platinum,Loyal,Two year,58,87.45,17.73,619.13,0,0.0555589165482206
2379-FJHTZ,North California,Gold,Need Attention,Month-to-month,9,55.23,21.77,165.63,1,0.6286948466181337
6149-XLRSH,South California,Gold,Need Attention,Two year,19,72.42,7.16,246.93,0,0.1155448592827667
7599-NPGIW,South California,Gold,Need Attention,Month-to-month,11,71.24,8.08,45.77,1,0.8694496282505911
6568-DOQUW,North California,Standard,Need Attention,One year,56,18.25,-14.02,0.0,0,0.0266700683042551
6880-AMFAY,South California,Silver,Loyal,Month-to-month,45,76.11,9.92,85.47,0,0.3806003144612969
2502-GIMPI,South California,Gold,At Risk,Two year,3,69.03,15.83,552.78,0,0.0703081944456786
8130-EYWPB,Central California,Silver,Loyal,Month-to-month,47,78.22,29.39,232.06,0,0.6140376403442699
7558-SQHLK,Central California,Standard,Loyal,Month-to-month,57,20.79,5.66,57.32,0,0.2406605464960109
6486-IKXLP,North California,Platinum,Loyal,Two year,54,79.3,15.11,508.06,0,0.0646217902574925
9198-YOGCW,South California,Bronze,At Risk,Month-to-month,1,22.22,-7.49,0.0,1,0.6916782950589152
5713-OYJCR,South California,Silver,Champions,Two year,67,87.16,7.33,240.13,0,0.0402221264410437
9739-EZOOY,South California,Gold,At Risk,Month-to-month,2,80.31,20.54,144.44,0,0.7860989500173764
3991-TARAA,South California,Gold,Need Attention,Two year,11,82.58,11.65,401.79,1,0.1597139097416942
4492-JUXYQ,North California,Platinum,Need Attention,Two year,25,55.09,20.4,712.37,0,0.0564222156077708
2392-RMNNW,Central California,Gold,Need Attention,Two year,15,62.36,8.55,289.33,0,0.0281331334427702
4422-ZORYV,Central California,Gold,Need Attention,One year,10,69.94,26.22,493.36,0,0.3845035627883527
4946-FDJRU,South California,Bronze,At Risk,Two year,0,19.96,-15.33,0.0,0,0.0728641171104486
1282-MYVYY,Central California,Gold,Need Attention,Month-to-month,26,80.53,22.37,147.64,0,0.7772220586300747
1829-ROMUY,Central California,Gold,Need Attention,One year,14,87.24,35.25,541.44,0,0.4462922534570793
5180-QMQZV,North California,Silver,Loyal,One year,55,55.58,13.63,317.31,0,0.0524420653966281
3074-WNPCL,South California,Standard,Need Attention,Two year,51,20.33,-5.14,0.0,0,0.0155282546901418
3721-CWDST,Central California,Bronze,At Risk,One year,7,24.71,-7.0,0.0,0,0.2644466621060327
6507-VCAWE,North California,Silver,Champions,Two year,68,88.66,6.67,232.92,0,0.0148100535111305
3682-RNFGV,South California,Silver,Loyal,One year,39,75.13,16.82,357.66,0,0.1500396250148329
5686-XORIA,North California,Silver,Loyal,Month-to-month,58,73.81,21.42,235.45,0,0.2671127494718945
5552-SKWSN,North California,Silver,Loyal,Month-to-month,62,47.65,11.2,111.01,0,0.2133732393202437
5894-FWBBU,North California,Silver,Champions,Month-to-month,63,85.85,29.22,302.25,1,0.2984042734949934
1239-NERDG,Central California,Gold,Need Attention,Month-to-month,37,62.68,16.41,152.02,1,0.3998204985624612
5732-JFBAE,North California,Platinum,Loyal,One year,60,79.98,19.61,456.52,0,0.0890915434022863
3543-DNXSH,South California,Gold,Need Attention,One year,19,53.07,15.36,355.37,1,0.1672439141928243
4945-UZOFW,Central California,Gold,At Risk,Month-to-month,6,75.11,22.04,158.16,1,0.7282904062643407
5626-AGNUW,North California,Platinum,Champions,One year,66,76.66,25.54,572.5,0,0.1457606227081758
2689-SZUSU,North California,Standard,Loyal,Month-to-month,65,20.49,3.35,36.58,0,0.2166638798431389
6011-PNYJU,Central California,Standard,Need Attention,Month-to-month,55,18.25,-0.86,0.0,0,0.2498714406000235
1189-KXGUN,North California,Silver,Loyal,One year,61,85.29,7.82,182.05,0,0.0345033868561439
2213-CDMIX,South California,Silver,Need Attention,Month-to-month,39,57.43,10.97,105.58,1,0.3887848979142537
7867-DNTRA,North California,Silver,Champions,Month-to-month,64,82.72,16.82,141.29,1,0.3113164789593664
1055-PYBEE,Central California,Silver,Loyal,Month-to-month,53,74.13,21.95,170.16,0,0.4595169171960331
3869-XYHTA,North California,Silver,Loyal,Month-to-month,52,62.21,18.71,212.4,0,0.1311818767487716
5599-QWVBK,North California,Gold,Need Attention,One year,34,53.18,14.87,309.77,1,0.1876462432747294
1686-AEYGT,North California,Bronze,Need Attention,One year,20,24.7,-8.27,0.0,0,0.214601558378124
7380-WNZLU,North California,Bronze,At Risk,One year,13,22.01,1.1,25.61,1,0.1443643582243893
8042-OIECM,South California,Silver,Loyal,Month-to-month,63,60.32,0.86,9.21,0,0.0870109786732695
4570-FTEML,South California,Platinum,Champions,One year,70,74.37,31.11,692.88,1,0.1042575446844289
9793-CWRUU,South California,Gold,Need Attention,One year,12,53.83,10.96,228.32,0,0.1870910431086631
7957-LPJXF,North California,Bronze,At Risk,One year,13,20.42,0.13,2.88,0,0.1143669105320545
6308-FJZFX,South California,Bronze,At Risk,Month-to-month,15,25.05,-2.82,0.0,0,0.3245620712277047
8317-JJAUR,Central California,Gold,Need Attention,Month-to-month,25,58.06,24.89,239.54,0,0.3834486069430268
9846-HKRII,North California,Gold,Need Attention,Month-to-month,32,75.17,30.63,175.69,1,0.8191720476840594
2530-ZMURP,North California,Silver,Loyal,One year,53,55.06,10.49,235.14,0,0.0674701412438815
3814-IMDNC,Central California,Standard,Need Attention,One year,48,26.99,0.58,12.58,0,0.0739318179226352
3476-QABFT,Central California,Silver,Champions,Month-to-month,69,80.43,35.34,347.75,0,0.244238748459367
8227-AHBAY,North California,Standard,Loyal,Month-to-month,69,19.83,-11.3,0.0,0,0.1158677622541837
4824-URLTG,South California,Silver,Loyal,One year,64,62.91,9.94,231.4,0,0.057218972363073
4724-JOFTV,South California,Gold,Need Attention,Month-to-month,27,55.51,9.92,101.18,0,0.2489756294374804
9002-XQURY,Central California,Bronze,At Risk,Month-to-month,5,20.68,-9.88,0.0,1,0.6312501801005893
1887-FKQXC,South California,Bronze,At Risk,Month-to-month,7,22.99,-7.93,0.0,0,0.4473392866393017
2446-WIARW,South California,Standard,Loyal,Month-to-month,57,26.93,-5.26,0.0,0,0.1327370398783751
9117-WBDWS,South California,Silver,Champions,Month-to-month,65,70.32,16.37,155.19,1,0.222617917782897
2982-KWYXL,North California,Standard,Loyal,Two year,63,18.25,-14.3,0.0,0,0.0075686092433503
7978-BYFYA,South California,Gold,At Risk,Month-to-month,1,63.16,25.45,221.11,1,0.656746342727038
9325-NNRMY,Central California,Silver,Champions,Month-to-month,65,67.95,20.54,215.42,1,0.280266478925354
1946-RFAQR,South California,Silver,Loyal,Two year,67,58.08,12.08,421.83,0,0.0117216178878279
2145-SYSFC,South California,Bronze,At Risk,Two year,8,21.23,-15.55,0.0,0,0.0600101053471416
1791-QGJBL,North California,Silver,Champions,Month-to-month,63,81.84,18.21,145.1,0,0.3955712597347657
2494-LPYHI,Central California,Gold,Need Attention,Month-to-month,10,63.13,20.73,114.43,1,0.887602359445942
8209-YKIST,North California,Gold,Need Attention,One year,10,77.81,20.14,390.55,0,0.4650247775414791
7373-QDGBK,North California,Bronze,At Risk,Month-to-month,5,21.16,-0.47,0.0,0,0.4882710253728704
8577-FSKEF,Central California,Silver,Loyal,One year,69,54.84,21.46,434.69,0,0.0327797202389977
7119-UIXBO,South California,Standard,Loyal,One year,63,25.67,3.76,81.04,0,0.0251334189374482
3058-XTBKT,South California,Standard,Need Attention,One year,53,21.36,-6.87,0.0,0,0.0342824910506996
5903-MDOCI,Central California,Gold,At Risk,Month-to-month,1,54.51,26.23,210.89,0,0.6146140724622039
3153-RMLWK,North California,Bronze,At Risk,Month-to-month,4,18.25,-6.06,0.0,1,0.6195592362657878
7869-XETBQ,Central California,Standard,Loyal,Two year,61,60.14,-3.71,0.0,0,0.0042327518772432
3029-GWENU,South California,Gold,At Risk,Month-to-month,6,78.45,37.92,190.21,1,0.8897378627467261
8261-FJOPE,South California,Gold,At Risk,One year,4,91.49,19.11,409.11,1,0.3443113735310599
6352-AQTMG,North California,Gold,At Risk,Two year,4,91.84,11.26,329.96,1,0.2553192328133265
3152-RLYZL,North California,Silver,Loyal,Two year,58,82.25,10.55,368.41,0,0.0461317611951567
3448-VSEYF,South California,Standard,Loyal,Month-to-month,60,44.99,-0.6,0.0,0,0.1810274558419108
6095-EMQDG,North California,Platinum,Loyal,Two year,61,80.09,28.86,995.32,0,0.0279519215951497
7778-YXTZE,North California,Standard,Loyal,Two year,60,18.72,-8.78,0.0,0,0.0084478397314457
2814-KXUJA,North California,Gold,Need Attention,Two year,35,50.3,8.83,308.34,0,0.0183078488588564
6571-IFFGI,Central California,Gold,Need Attention,Month-to-month,9,79.81,24.12,171.35,1,0.7331867931546008
6570-EMXZV,Central California,Gold,At Risk,Month-to-month,5,81.82,28.6,137.28,1,0.9177314564962868
3379-DWKLL,Central California,Gold,At Risk,One year,7,59.41,16.97,329.08,0,0.3621795416480367
2210-SGGTS,North California,Gold,At Risk,One year,8,82.0,16.5,262.94,1,0.5797875995371173
8438-SBKKI,South California,Bronze,At Risk,Month-to-month,3,49.85,3.47,24.9,1,0.6021542518714622
5447-MPYQY,South California,Gold,Need Attention,Month-to-month,28,57.41,22.16,226.03,1,0.3145372251849139
8474-THPCY,Central California,Silver,Loyal,Month-to-month,64,55.11,13.95,157.36,0,0.1449638059045676
2678-GYDOO,North California,Standard,Need Attention,One year,57,20.05,-4.22,0.0,0,0.058606835414387
2971-KUSPO,Central California,Gold,Need Attention,One year,11,64.53,27.36,538.44,0,0.3429784992597121
4305-QABUE,South California,Standard,Loyal,One year,58,22.05,-5.58,0.0,0,0.0261417319680165
7456-AGYGZ,Central California,Standard,Need Attention,One year,56,20.18,-1.29,0.0,0,0.0400467785902236
3443-QRQHT,North California,Silver,Champions,Month-to-month,69,84.41,12.06,118.67,0,0.2914606992835999
3792-VJVZT,Central California,Standard,Loyal,Two year,68,20.48,-3.63,0.0,0,0.0046541636146465
5140-KJJMM,Central California,Bronze,At Risk,Two year,2,19.82,-4.69,0.0,0,0.0639454357852502
7472-XWPZX,Central California,Gold,At Risk,Month-to-month,5,70.9,20.43,120.13,1,0.8421013263029629
5374-KLAIJ,Central California,Standard,Need Attention,Month-to-month,54,18.56,-4.12,0.0,0,0.1994558047680345
8011-GRIJB,North California,Gold,At Risk,Month-to-month,8,71.55,25.08,120.38,1,0.9445095399244742
5666-CFNSK,South California,Silver,Loyal,Month-to-month,67,55.41,13.44,153.54,0,0.093642733694785
3268-XJIBJ,Central California,Standard,Need Attention,One year,61,18.82,-4.72,0.0,0,0.0688240988571077
2978-JFFTM,Central California,Standard,Need Attention,Month-to-month,52,40.92,8.22,73.78,0,0.3577957082443185
7249-ONMKG,Central California,Standard,Loyal,Month-to-month,66,18.25,-9.73,0.0,0,0.147083191976759
9003-KWTPV,Central California,Gold,At Risk,Month-to-month,9,51.13,18.02,133.2,1,0.7783544740947472
6920-VUQSV,North California,Silver,Loyal,Month-to-month,60,55.63,7.26,76.14,0,0.1204268370664446
3023-WNDDT,South California,Platinum,Champions,One year,64,76.82,20.58,455.39,0,0.1339078900795549
8283-RQWZV,North California,Gold,At Risk,Month-to-month,6,91.99,45.86,253.15,1,0.9342414615704998
2228-UNUSR,Central California,Gold,At Risk,Two year,3,94.2,17.74,485.37,0,0.3452209960067773
8805-DWJFS,North California,Platinum,Loyal,Two year,44,76.9,17.22,497.18,0,0.1934797122919852
9839-CZIZB,North California,Silver,Loyal,One year,59,67.7,20.12,395.96,0,0.190022256416103
6521-NVMBE,North California,Gold,At Risk,Month-to-month,4,82.65,26.04,126.87,1,0.9451755078378076
3298-WCVNO,South California,Standard,Loyal,Two year,60,26.34,-2.75,0.0,0,0.0088548145756492
9681-TQVLY,Central California,Gold,Need Attention,Month-to-month,17,68.22,26.94,208.84,0,0.5881522448396366
8134-ZOQLY,Central California,Silver,Champions,Month-to-month,68,66.09,23.77,182.55,1,0.5040127429988579
6663-ENDQS,South California,Gold,Loyal,Two year,30,93.57,10.84,329.36,0,0.1465527561786512
8222-DMJKY,North California,Bronze,At Risk,Two year,7,46.4,-3.32,0.0,0,0.1172784656031485
6027-LXNKO,Central California,Silver,Need Attention,Month-to-month,41,62.03,13.27,142.04,1,0.2228314019526296
8628-LQEAB,Central California,Gold,At Risk,Month-to-month,8,56.07,10.5,65.52,0,0.6865459998824371
5285-SFYDS,Central California,Platinum,Champions,Month-to-month,69,86.65,40.66,441.08,1,0.3773363145877991
3109-BSNQY,North California,Standard,Loyal,Month-to-month,67,20.33,-11.57,0.0,0,0.1829455948680058
5831-VMJKI,South California,Silver,Champions,Month-to-month,67,67.19,27.7,278.55,0,0.2422965588819972
8978-NYGTD,North California,Gold,Need Attention,Two year,9,65.45,14.25,469.91,0,0.0367961088622261
3593-AXHVL,South California,Gold,At Risk,Two year,1,73.53,1.78,44.09,1,0.399416083018223
2116-IINIR,South California,Standard,Need Attention,One year,49,20.08,-14.39,0.0,0,0.0308818031429602
7569-ENPGU,Central California,Silver,Loyal,Month-to-month,59,61.46,25.77,299.96,1,0.1049596665534895
3076-WLJRQ,North California,Platinum,Champions,One year,65,67.38,20.03,466.3,0,0.0406434078972117
5578-RGVQF,North California,Bronze,At Risk,Two year,15,18.93,-9.8,0.0,0,0.0712774483987991
9989-WEUNU,South California,Bronze,At Risk,Month-to-month,16,18.25,0.85,8.06,0,0.4129613270509358
4380-GFBWI,South California,Gold,Need Attention,Month-to-month,14,56.0,18.39,109.46,1,0.726236159829606
9618-FJWJT,South California,Bronze,At Risk,Month-to-month,13,19.32,-12.09,0.0,1,0.4098313476639953
1825-YQTAZ,North California,Gold,Need Attention,Month-to-month,9,86.52,40.86,249.08,1,0.8821097245028854
5465-FDCRF,Central California,Silver,Loyal,Month-to-month,42,72.88,28.53,198.57,1,0.7591941601454915
9359-FCWUN,North California,Bronze,At Risk,Month-to-month,9,28.29,-4.24,0.0,1,0.6879816179374793
8474-SEKXR,South California,Gold,Need Attention,Month-to-month,27,87.94,44.86,321.92,0,0.6502352061877733
6587-ENERF,Central California,Bronze,At Risk,Two year,10,22.8,-7.5,0.0,0,0.0463953407984575
3592-OASLN,South California,Silver,Champions,Month-to-month,68,84.13,26.85,281.6,0,0.3438904241136966
7689-UXELC,South California,Silver,Need Attention,One year,48,50.36,11.01,235.7,0,0.1359041065096092
3372-ODLYB,South California,Silver,Loyal,One year,66,59.19,5.27,120.41,0,0.0165421685634448
3078-HXTES,Central California,Gold,At Risk,Two year,7,72.05,10.31,317.71,0,0.1600248447503138
1163-UFSMT,Central California,Gold,Need Attention,One year,10,78.82,30.71,586.68,0,0.2819845048672625
4137-NXUOX,Central California,Silver,Loyal,Month-to-month,58,69.09,20.99,186.89,0,0.4293768115718788
2059-SQGKK,North California,Silver,Loyal,Month-to-month,53,64.8,18.41,158.62,0,0.5065432605436491
7109-QURZV,North California,Bronze,At Risk,Two year,6,27.43,-3.3,0.0,0,0.1150584103036722
6189-AJDLZ,Central California,Gold,Need Attention,Month-to-month,13,66.08,15.63,138.04,0,0.4605847858928279
4623-VLOAR,South California,Bronze,At Risk,Two year,2,25.68,-4.99,0.0,0,0.0566375533870051
3225-LZFYV,Central California,Platinum,Champions,One year,64,77.02,23.23,517.38,0,0.1088739860075643
1434-JZLUX,South California,Gold,Need Attention,Month-to-month,24,86.69,32.81,226.0,1,0.7589326597236317
1024-TXPYS,North California,Gold,At Risk,Month-to-month,8,77.36,37.65,232.23,1,0.8638575235107533
6658-DUWIE,Central California,Silver,Loyal,Month-to-month,64,92.59,28.02,291.86,0,0.1348101474561449
6150-YTVOK,Central California,Silver,Loyal,Month-to-month,64,91.48,26.98,230.52,0,0.635802492081033
3741-UQTVZ,Central California,Bronze,At Risk,Two year,3,61.55,0.68,21.84,0,0.0708647820050238
8523-LDOLY,North California,Bronze,At Risk,Month-to-month,1,48.52,1.22,11.04,0,0.4543542332245182
1348-WQBGB,North California,Gold,At Risk,Month-to-month,9,76.74,16.46,95.6,1,0.6860427050803992
9372-QQNKE,South California,Gold,Need Attention,Month-to-month,33,69.78,24.82,160.24,1,0.8403410804430977
7582-DFZCY,Central California,Bronze,At Risk,Month-to-month,18,26.07,2.12,18.72,0,0.483218844795846
1786-MPCXY,North California,Standard,Need Attention,Month-to-month,44,56.06,1.92,20.0,0,0.2025028494979433
3004-FTJAT,North California,Gold,Need Attention,Two year,27,56.15,9.51,325.93,0,0.0158616209985619
4179-KQPVU,North California,Gold,At Risk,One year,5,72.24,7.99,116.97,1,0.5454839740572125
9487-XQOMR,South California,Bronze,At Risk,One year,4,19.58,-10.33,0.0,0,0.1495558109215475
1545-KHOYM,North California,Silver,Loyal,Month-to-month,64,81.06,26.74,214.99,0,0.4784908862861015
6245-KIRGW,South California,Silver,Need Attention,Month-to-month,46,65.37,9.76,113.61,0,0.1066595206872454
2022-FTCKJ,North California,Platinum,Need Attention,Two year,31,85.34,24.0,765.5,0,0.163866331212473
9428-ELLVO,Central California,Gold,Need Attention,One year,25,86.37,13.39,286.65,0,0.1680548109544277
2172-WDSHD,North California,Standard,Loyal,Month-to-month,66,24.83,-3.08,0.0,0,0.2799332273672958
2720-YZPVX,South California,Standard,Need Attention,Month-to-month,62,24.04,-10.02,0.0,0,0.1426199310138617
4135-TNENB,North California,Gold,At Risk,One year,7,81.86,24.63,534.37,0,0.2560235524384245
6464-GCSJL,Central California,Standard,Loyal,One year,67,18.8,-5.73,0.0,0,0.024118677656143
1773-CXPKR,North California,Gold,Need Attention,Two year,22,53.59,8.88,310.09,0,0.0524835677986865
7542-CXRIG,North California,Bronze,At Risk,Month-to-month,19,26.95,1.61,14.68,1,0.4217821603962429
1790-GIFRG,North California,Standard,Loyal,Month-to-month,68,23.5,3.69,37.64,0,0.2227861729181834
5497-OBEBR,South California,Silver,Need Attention,Month-to-month,50,80.65,28.36,236.18,0,0.5912843174013629
7295-DTVCD,Central California,Gold,At Risk,Month-to-month,15,75.37,24.93,177.1,0,0.7834717880101056
8151-IIPBL,Central California,Silver,Loyal,One year,62,78.9,15.79,347.13,1,0.1022768269570661
4004-VSHRK,Central California,Standard,Need Attention,Month-to-month,52,26.26,-6.31,0.0,0,0.1795768548597553
5332-THPKQ,South California,Silver,Loyal,Month-to-month,71,59.89,19.36,196.08,1,0.2033056110639102
4434-YKCMG,Central California,Gold,At Risk,Month-to-month,7,51.98,17.53,145.99,0,0.6372304397199627
5097-XCBHL,Central California,Silver,Loyal,Two year,60,59.53,12.33,430.56,0,0.0046244957072124
2161-SPSKY,North California,Silver,Need Attention,One year,50,62.37,4.55,105.27,0,0.037272858035762
7046-XCRIF,North California,Bronze,At Risk,Two year,6,18.33,-14.18,0.0,0,0.0583309269396527
2622-FCLUM,North California,Bronze,At Risk,Month-to-month,15,56.62,6.42,66.41,1,0.4020692411594579
2178-SEWJA,Central California,Silver,Loyal,Two year,55,73.55,9.19,320.91,0,0.0335611775309777
3634-VXKZG,North California,Silver,Loyal,Month-to-month,71,41.14,13.32,155.04,0,0.112882633962861
4801-LFJMS,North California,Bronze,At Risk,Two year,12,18.25,-2.76,0.0,0,0.0290297833285162
5460-CMWAZ,North California,Bronze,At Risk,Two year,2,21.99,-5.18,0.0,0,0.0454282607072116
2155-ADGJV,North California,Platinum,Need Attention,Two year,53,61.57,16.4,572.69,0,0.0295912054981055
6226-QWDFZ,South California,Bronze,At Risk,Two year,14,28.0,-7.49,0.0,0,0.0341641096737429
7940-BFJAP,Central California,Gold,At Risk,Month-to-month,8,54.57,21.62,169.15,1,0.7033870787220305
6848-IFLXS,South California,Standard,Need Attention,Two year,49,24.45,-0.6,0.0,0,0.0138561622992823
9399-OCBFN,Central California,Standard,Loyal,Month-to-month,65,19.62,-9.99,0.0,1,0.1728630201820796
2893-IXBCK,South California,Gold,At Risk,One year,10,70.97,2.03,44.63,1,0.2458527312409672
7759-VHHPW,North California,Platinum,Loyal,Two year,65,62.19,18.02,629.26,0,0.0071485167978275
2595-XUGRQ,Central California,Gold,At Risk,Month-to-month,13,59.12,23.85,186.6,1,0.6430045023773494
1190-KGBMS,South California,Gold,At Risk,Month-to-month,12,76.06,22.46,151.47,1,0.7587916380423839
5780-CVBKO,Central California,Silver,Loyal,Month-to-month,67,78.46,25.7,221.43,1,0.3409174163660482
9340-TFLWG,South California,Bronze,At Risk,One year,3,20.9,-0.46,0.0,0,0.3040889121900758
9137-NQRZR,North California,Gold,At Risk,Two year,1,77.64,22.55,641.32,0,0.3136230055777038
4694-PSPAX,North California,Silver,Loyal,Month-to-month,62,80.15,22.77,202.74,0,0.3302510745549294
3471-QODWC,South California,Platinum,Need Attention,Two year,39,63.31,16.14,553.15,0,0.0161509046810569
9575-XPYWX,North California,Gold,Need Attention,Month-to-month,28,84.32,18.03,141.07,1,0.5564564594892517
8192-YUWCL,South California,Silver,Loyal,Month-to-month,67,48.73,20.91,217.8,0,0.1587940373983777
5307-XMLUQ,South California,Gold,Need Attention,Two year,21,59.39,7.12,228.64,0,0.1340907483887889
6274-XVSYB,South California,Platinum,Loyal,One year,65,88.25,34.48,693.46,1,0.2351304081561762
5991-AUDOU,Central California,Platinum,At Risk,Two year,1,85.03,34.93,1053.77,0,0.2938545365943368
